S.No.,Division,Opening Balance,Received,% Share,Closed,Closing Balance,% Disposal,Avg. Disposal Time,Avg. Rating,Avg. Pendency Time,Forwarded,Avg. FRT
62,RATLAM DIVISION (Western Railway),0,106,1.26,106,0,100.00,0:19,Satisfactory,0:05,110,0:03
23,FIROZPUR DIVISION (Northern Railway),2,105,1.25,102,5,95.33,0:34,Satisfactory,0:17,119,0:09
51,NAGPUR DIVISION (Central Railway),0,105,1.25,105,0,100.00,0:16,Satisfactory,0:09,92,0:05
15,VIJAYAWADA DIVISION (South Coast Railway),2,104,1.24,104,2,98.11,0:15,Satisfactory,0:10,163,0:01
25,GUNTAKAL DIVISION (South Coast Railway),6,100,1.19,98,8,92.45,0:33,Excellent,0:15,96,0:07
19,DHANBAD DIVISION (East Central Railway),2,97,1.16,95,4,95.96,0:16,Excellent,0:09,119,0:03
34,JAIPUR DIVISION (North Western Railway),3,94,1.12,95,2,97.94,0:17,Excellent,0:13,189,0:04
16,CHAKRADHARPUR DIVISION (South Eastern Railway),1,90,1.07,89,2,97.80,0:34,Satisfactory,0:23,112,0:10
67,SEALDAH DIVISION (Eastern Railway),2,86,1.02,85,3,96.59,0:18,Satisfactory,0:16,70,0:11
47,MALDA DIVISION (Eastern Railway),2,85,1.01,85,2,97.70,0:25,Satisfactory,0:26,77,0:08
69,IRCTC SOUTH CENTRAL ZONE (IRCTC),0,84,1.00,84,0,100.00,1:20,Satisfactory,0:18,28,-
13,BILASPUR DIVISION (South East Central Railway),0,77,0.92,77,0,100.00,0:24,Satisfactory,0:16,51,0:05
77,AMBALA DIVISION (Northern Railway),1,76,0.91,74,3,96.10,0:30,Satisfactory,0:15,115,0:02
18,Pt. DEEN DAYAL UPADHYAYA DIVISION (East Central Railway),1,74,0.88,74,1,98.67,0:13,Satisfactory,0:18,118,0:08
60,RANCHI DIVISION (South Eastern Railway),5,74,0.88,77,2,97.47,0:40,Satisfactory,0:22,86,0:08
63,SALEM DIVISION (Southern Railway),0,68,0.81,67,1,98.53,0:12,Satisfactory,0:10,98,0:00
35,JODHPUR DIVISION (North Western Railway),3,66,0.79,68,1,98.55,0:25,Satisfactory,0:14,72,0:05
8,BIKANER DIVISION (North Western Railway),2,64,0.76,66,0,100.00,0:13,Satisfactory,0:13,131,0:06
31,JAMMU DIVISION (Northern Railway),5,64,0.76,69,0,100.00,1:08,Satisfactory,0:17,76,0:01
4,AJMER DIVISION (North Western Railway),1,55,0.66,56,0,100.00,0:20,Satisfactory,0:11,124,0:05
76,HUBLI DIVISION (South Western Railway),4,55,0.66,56,3,94.92,0:32,Satisfactory,0:16,49,0:04
6,ASANSOL DIVISION (Eastern Railway),2,53,0.63,52,3,94.55,0:30,Satisfactory,0:14,105,0:04
14,BHAVNAGAR DIVISION (Western Railway),0,53,0.63,53,0,100.00,0:17,Satisfactory,0:08,24,0:00
30,IZATNAGAR DIVISION (North Eastern Railway),0,50,0.60,50,0,100.00,0:15,Satisfactory,0:07,39,0:05
28,HYDERABAD DIVISION (South Central Railway),1,49,0.58,49,1,98.00,0:23,Satisfactory,0:10,45,0:01
72,SHOLAPUR DIVISION (Central Railway),1,49,0.58,49,1,98.00,0:16,Excellent,0:06,35,0:04
39,KOTA DIVISION (West Central Railway),0,47,0.56,46,1,97.87,0:15,Satisfactory,0:10,62,0:03
56,RAIPUR DIVISION (South East Central Railway),1,47,0.56,47,1,97.92,0:26,Satisfactory,0:13,26,0:08
65,SAMBALPUR DIVISION (East Coast Railway),4,46,0.55,49,1,98.00,0:12,Satisfactory,0:11,42,0:24
36,KARWAR DIVISION (Konkan Railway),2,44,0.52,44,2,95.65,0:41,Satisfactory,0:32,48,0:33
50,NANDED DIVISION (South Central Railway),1,40,0.48,41,0,100.00,0:15,Satisfactory,0:09,44,0:03
53,PALGHAT DIVISION (Southern Railway),0,37,0.44,37,0,100.00,0:18,Satisfactory,0:09,105,0:05
10,VADODARA DIVISION (Western Railway),0,36,0.43,36,0,100.00,0:12,Satisfactory,0:07,45,0:05
61,RANGIYA DIVISION (Northeast Frontier Railway),0,34,0.41,34,0,100.00,0:25,Satisfactory,0:25,37,0:05
48,MYSORE DIVISION (South Western Railway),1,33,0.39,34,0,100.00,0:20,Satisfactory,0:12,27,0:00
70,IRCTC SOUTH ZONE (IRCTC),1,29,0.35,30,0,100.00,1:12,UnSatisfactory,0:16,69,-
5,ALIPURDUAR DIVISION (Northeast Frontier Railway),0,27,0.32,26,1,96.30,0:22,Excellent,0:33,29,0:13
46,MADURAI DIVISION (Southern Railway),1,25,0.30,24,2,92.31,0:33,Excellent,0:13,67,0:07
73,TRICHURAPALLI DIVISION (Southern Railway),0,24,0.29,24,0,100.00,0:26,Excellent,0:23,51,0:13
24,GUNTUR DIVISION (South Coast Railway),0,18,0.21,17,1,94.44,0:24,Satisfactory,0:12,15,0:02
26,HEAD QUARTER,0,16,0.19,15,1,93.75,0:35,Satisfactory,0:48,15,-
58,RAJKOT DIVISION (Western Railway),0,15,0.18,15,0,100.00,0:06,Satisfactory,0:06,14,0:00
2,ADRA DIVISION (South Eastern Railway),0,14,0.17,14,0,100.00,0:34,UnSatisfactory,0:17,28,0:00
49,NAGPUR DIVISION (South East Central Railway),0,10,0.12,10,0,100.00,0:15,Excellent,0:12,13,0:00
57,RAYAGADA DIVISION (East Coast Railway),1,7,0.08,7,1,87.50,2:36,Excellent,0:23,8,0:03
59,RATNAGIRI DIVISION (Konkan Railway),2,3,0.04,5,0,100.00,0:58,Satisfactory,1:10,10,-
