S.No.,Division,Opening Balance,Received,% Share,Closed,Closing Balance,% Disposal,Avg. Disposal Time,Avg. Rating,Avg. Pendency Time,Forwarded,Avg. FRT
4,AJMER DIVISION (North Western Railway),3,41,0.45,42,2,95.45,0:16,Excellent,0:10,122,0:03
48,MYSORE DIVISION (South Western Railway),1,40,0.43,38,3,92.68,0:32,Satisfactory,0:15,37,0:05
39,KOTA DIVISION (West Central Railway),0,36,0.39,35,1,97.22,0:12,Excellent,0:06,79,0:03
49,NAGPUR DIVISION (South East Central Railway),1,36,0.39,36,1,97.30,0:12,Satisfactory,0:10,43,0:10
65,SAMBALPUR DIVISION (East Coast Railway),1,35,0.38,35,1,97.22,0:13,Satisfactory,0:11,39,0:05
5,ALIPURDUAR DIVISION (Northeast Frontier Railway),0,34,0.37,33,1,97.06,0:22,Satisfactory,0:20,25,0:06
24,GUNTUR DIVISION (South Coast Railway),0,27,0.29,26,1,96.30,0:13,Excellent,0:13,26,0:04
46,MADURAI DIVISION (Southern Railway),0,27,0.29,27,0,100.00,0:22,Satisfactory,0:12,78,0:04
73,TRICHURAPALLI DIVISION (Southern Railway),3,27,0.29,30,0,100.00,0:23,Satisfactory,0:20,42,0:24
26,HEAD QUARTER,1,25,0.27,26,0,100.00,0:54,Satisfactory,0:21,42,-
36,KARWAR DIVISION (Konkan Railway),2,23,0.25,25,0,100.00,0:39,Satisfactory,0:17,33,0:12
61,RANGIYA DIVISION (Northeast Frontier Railway),0,23,0.25,22,1,95.65,0:17,Satisfactory,0:29,32,0:08
59,RATNAGIRI DIVISION (Konkan Railway),0,16,0.17,16,0,100.00,1:23,Satisfactory,0:51,12,0:16
58,RAJKOT DIVISION (Western Railway),0,11,0.12,11,0,100.00,0:05,Excellent,0:04,22,0:00
2,ADRA DIVISION (South Eastern Railway),0,9,0.10,8,1,88.89,0:51,Nil,0:17,27,0:00
57,RAYAGADA DIVISION (East Coast Railway),1,8,0.09,8,1,88.89,0:40,Excellent,0:18,15,0:03
