S.No.,Division,Opening Balance,Received,% Share,Closed,Closing Balance,% Disposal,Avg. Disposal Time,Avg. Rating,Avg. Pendency Time,Forwarded,Avg. FRT
51,NAGPUR DIVISION (Central Railway),0,115,1.29,115,0,100.00,0:19,Satisfactory,0:12,131,0:11
78,VISAKHAPATNAM DIVISION (South Coast Railway),1,115,1.29,116,0,100.00,0:20,Excellent,0:11,112,0:06
15,VIJAYAWADA DIVISION (South Coast Railway),2,107,1.20,104,5,95.41,0:15,Satisfactory,0:14,145,0:02
23,FIROZPUR DIVISION (Northern Railway),6,107,1.20,108,5,95.58,0:44,Satisfactory,0:15,107,0:06
55,PUNE DIVISION (Central Railway),0,104,1.17,100,4,96.15,0:27,Satisfactory,0:12,158,0:08
19,DHANBAD DIVISION (East Central Railway),3,97,1.09,96,4,96.00,0:23,Satisfactory,0:16,119,0:05
68,SONEPUR DIVISION (East Central Railway),0,97,1.09,97,0,100.00,0:19,Satisfactory,0:10,79,0:05
34,JAIPUR DIVISION (North Western Railway),0,90,1.01,89,1,98.89,0:24,Satisfactory,0:17,175,0:06
47,MALDA DIVISION (Eastern Railway),2,90,1.01,88,4,95.65,0:19,Satisfactory,0:17,80,0:09
25,GUNTAKAL DIVISION (South Coast Railway),3,89,1.00,91,1,98.91,0:27,Satisfactory,0:23,102,0:12
60,RANCHI DIVISION (South Eastern Railway),5,87,0.98,91,1,98.91,4:07,Satisfactory,0:22,85,0:02
69,IRCTC SOUTH CENTRAL ZONE (IRCTC),0,87,0.98,87,0,100.00,0:58,Satisfactory,0:21,29,-
77,AMBALA DIVISION (Northern Railway),3,77,0.86,75,5,93.75,0:27,Satisfactory,0:17,86,0:04
16,CHAKRADHARPUR DIVISION (South Eastern Railway),2,71,0.80,72,1,98.63,0:32,Satisfactory,0:16,86,0:01
13,BILASPUR DIVISION (South East Central Railway),0,70,0.78,68,2,97.14,0:28,Satisfactory,0:17,100,0:09
30,IZATNAGAR DIVISION (North Eastern Railway),0,67,0.75,66,1,98.51,0:15,Excellent,0:07,43,0:14
31,JAMMU DIVISION (Northern Railway),1,66,0.74,65,2,97.01,0:41,Satisfactory,0:25,64,0:03
35,JODHPUR DIVISION (North Western Railway),0,66,0.74,64,2,96.97,0:22,Satisfactory,0:08,53,0:07
8,BIKANER DIVISION (North Western Railway),1,65,0.73,64,2,96.97,0:08,Excellent,0:14,150,0:04
28,HYDERABAD DIVISION (South Central Railway),2,64,0.72,65,1,98.48,0:17,Satisfactory,0:09,31,0:01
70,IRCTC SOUTH ZONE (IRCTC),0,61,0.68,61,0,100.00,1:08,Satisfactory,0:20,74,-
76,HUBLI DIVISION (South Western Railway),1,57,0.64,58,0,100.00,0:23,Satisfactory,0:18,32,0:04
72,SHOLAPUR DIVISION (Central Railway),0,54,0.61,54,0,100.00,0:19,Excellent,0:08,59,0:04
6,ASANSOL DIVISION (Eastern Railway),1,52,0.58,49,4,92.45,0:26,Satisfactory,0:13,61,0:01
50,NANDED DIVISION (South Central Railway),1,47,0.53,48,0,100.00,0:22,Satisfactory,0:08,70,0:04
4,AJMER DIVISION (North Western Railway),1,45,0.50,45,1,97.83,0:17,Excellent,0:09,89,0:06
14,BHAVNAGAR DIVISION (Western Railway),0,43,0.48,43,0,100.00,0:14,Excellent,0:06,20,0:01
39,KOTA DIVISION (West Central Railway),0,43,0.48,42,1,97.67,0:14,Satisfactory,0:06,57,0:11
48,MYSORE DIVISION (South Western Railway),0,42,0.47,40,2,95.24,0:29,Satisfactory,0:20,44,0:07
56,RAIPUR DIVISION (South East Central Railway),0,42,0.47,41,1,97.62,0:47,Satisfactory,0:30,51,0:10
24,GUNTUR DIVISION (South Coast Railway),1,40,0.45,40,1,97.56,0:22,Satisfactory,0:10,35,0:03
65,SAMBALPUR DIVISION (East Coast Railway),0,40,0.45,40,0,100.00,0:12,Excellent,0:08,52,0:07
5,ALIPURDUAR DIVISION (Northeast Frontier Railway),0,36,0.40,36,0,100.00,0:20,Satisfactory,0:19,42,0:05
63,SALEM DIVISION (Southern Railway),3,34,0.38,37,0,100.00,0:15,Excellent,0:12,77,0:01
49,NAGPUR DIVISION (South East Central Railway),0,31,0.35,31,0,100.00,0:17,Satisfactory,0:13,63,0:03
46,MADURAI DIVISION (Southern Railway),3,29,0.33,32,0,100.00,0:21,Excellent,0:11,46,0:30
58,RAJKOT DIVISION (Western Railway),0,28,0.31,28,0,100.00,0:05,Excellent,0:05,17,0:00
36,KARWAR DIVISION (Konkan Railway),2,26,0.29,28,0,100.00,0:59,Excellent,0:22,26,0:22
10,VADODARA DIVISION (Western Railway),0,25,0.28,25,0,100.00,0:11,Excellent,0:06,63,0:04
53,PALGHAT DIVISION (Southern Railway),0,24,0.27,23,1,95.83,0:19,Excellent,0:13,45,0:08
61,RANGIYA DIVISION (Northeast Frontier Railway),0,21,0.24,19,2,90.48,0:21,Satisfactory,0:19,43,0:14
73,TRICHURAPALLI DIVISION (Southern Railway),2,21,0.24,22,1,95.65,0:36,Satisfactory,0:18,58,0:13
26,HEAD QUARTER,1,17,0.19,15,3,83.33,2:05,UnSatisfactory,1:15,22,-
2,ADRA DIVISION (South Eastern Railway),1,10,0.11,11,0,100.00,0:42,Satisfactory,0:13,19,0:01
57,RAYAGADA DIVISION (East Coast Railway),3,6,0.07,8,1,88.89,11:30,UnSatisfactory,0:32,4,0:28
59,RATNAGIRI DIVISION (Konkan Railway),1,5,0.06,6,0,100.00,0:43,Satisfactory,1:39,9,0:59
