S.No.,Division,Opening Balance,Received,% Share,Closed,Closing Balance,% Disposal,Avg. Disposal Time,Avg. Rating,Avg. Pendency Time,Forwarded,Avg. FRT
42,LUCKNOW DIVISION (Northern Railway),5,173,1.90,173,5,97.19,0:46,Satisfactory,0:15,283,0:05
79,IRCTC WEST ZONE (IRCTC),5,172,1.89,177,0,100.00,1:15,Satisfactory,0:16,35,-
12,BHUSAVAL DIVISION (Central Railway),2,170,1.87,170,2,98.84,0:12,Satisfactory,0:09,306,0:08
1,AHMEDABAD DIVISION (Western Railway),0,162,1.78,162,0,100.00,0:20,Satisfactory,0:08,137,0:02
44,CHENNAI DIVISION (Southern Railway),5,161,1.77,161,5,96.99,0:30,Satisfactory,0:24,226,0:09
9,BHOPAL DIVISION (West Central Railway),4,159,1.75,159,4,97.55,0:16,Satisfactory,0:11,268,0:09
3,AGRA DIVISION (North Central Railway),5,157,1.72,161,1,99.38,0:16,Satisfactory,0:08,135,0:03
11,VARANASI DIVISION (North Eastern Railway),1,152,1.67,152,1,99.35,0:20,Satisfactory,0:09,190,0:03
74,TINSUKIA DIVISION (Northeast Frontier Railway),1,150,1.65,147,4,97.35,0:28,Satisfactory,0:24,152,0:08
71,SAMASTIPUR DIVISION (East Central Railway),0,145,1.59,143,2,98.62,0:24,Satisfactory,0:10,146,0:09
62,RATLAM DIVISION (Western Railway),0,141,1.55,141,0,100.00,0:18,Satisfactory,0:08,133,0:03
45,MORADABAD DIVISION (Northern Railway),3,138,1.51,127,14,90.07,0:56,Satisfactory,0:16,207,0:17
15,VIJAYAWADA DIVISION (South Coast Railway),1,137,1.50,134,4,97.10,0:17,Satisfactory,0:11,149,0:04
55,PUNE DIVISION (Central Railway),0,137,1.50,135,2,98.54,0:22,Satisfactory,0:13,190,0:11
27,HOWRAH DIVISION (Eastern Railway),8,136,1.49,138,6,95.83,0:41,Satisfactory,0:19,192,0:02
78,VISAKHAPATNAM DIVISION (South Coast Railway),2,133,1.46,133,2,98.52,0:20,Satisfactory,0:14,98,0:01
75,THIRUVANANTHAPURAM DIVISION (Southern Railway),4,130,1.43,129,5,96.27,0:35,Satisfactory,0:26,191,0:07
66,SECUNDERABAD DIVISION (South Central Railway),2,128,1.40,127,3,97.69,0:29,Satisfactory,0:11,163,0:20
38,KATIHAR DIVISION (Northeast Frontier Railway),4,121,1.33,121,4,96.80,0:24,Satisfactory,0:21,125,0:11
25,GUNTAKAL DIVISION (South Coast Railway),3,115,1.26,110,8,93.22,0:30,Satisfactory,0:19,112,0:03
19,DHANBAD DIVISION (East Central Railway),0,106,1.16,104,2,98.11,0:30,Excellent,0:17,80,0:06
34,JAIPUR DIVISION (North Western Railway),3,105,1.15,105,3,97.22,0:20,Satisfactory,0:14,211,0:06
67,SEALDAH DIVISION (Eastern Railway),1,105,1.15,103,3,97.17,0:16,Satisfactory,0:13,53,0:11
68,SONEPUR DIVISION (East Central Railway),1,104,1.14,105,0,100.00,0:16,Satisfactory,0:09,97,0:05
18,Pt. DEEN DAYAL UPADHYAYA DIVISION (East Central Railway),0,103,1.13,102,1,99.03,0:17,Satisfactory,0:18,157,0:08
23,FIROZPUR DIVISION (Northern Railway),2,103,1.13,102,3,97.14,0:40,Satisfactory,0:19,117,0:16
51,NAGPUR DIVISION (Central Railway),1,93,1.02,94,0,100.00,0:20,Satisfactory,0:12,131,0:04
47,MALDA DIVISION (Eastern Railway),1,89,0.98,87,3,96.67,0:23,Satisfactory,0:19,75,0:13
77,AMBALA DIVISION (Northern Railway),3,89,0.98,89,3,96.74,0:28,Satisfactory,0:21,91,0:02
35,JODHPUR DIVISION (North Western Railway),1,84,0.92,81,4,95.29,0:19,Excellent,0:10,69,0:02
60,RANCHI DIVISION (South Eastern Railway),4,79,0.87,77,6,92.77,1:00,Satisfactory,0:13,181,0:05
69,IRCTC SOUTH CENTRAL ZONE (IRCTC),1,74,0.81,75,0,100.00,1:09,Satisfactory,0:34,27,-
6,ASANSOL DIVISION (Eastern Railway),3,71,0.78,69,5,93.24,0:25,Satisfactory,0:15,59,0:06
8,BIKANER DIVISION (North Western Railway),2,71,0.78,70,3,95.89,0:11,Excellent,0:11,149,0:06
30,IZATNAGAR DIVISION (North Eastern Railway),1,70,0.77,71,0,100.00,0:14,Satisfactory,0:09,29,0:07
4,AJMER DIVISION (North Western Railway),4,64,0.70,67,1,98.53,0:16,Excellent,0:07,138,0:05
16,CHAKRADHARPUR DIVISION (South Eastern Railway),6,64,0.70,70,0,100.00,0:31,Satisfactory,0:19,136,0:08
76,HUBLI DIVISION (South Western Railway),1,64,0.70,62,3,95.38,0:26,Satisfactory,0:14,43,0:04
53,PALGHAT DIVISION (Southern Railway),1,61,0.67,59,3,95.16,0:21,Satisfactory,0:09,110,0:06
70,IRCTC SOUTH ZONE (IRCTC),0,61,0.67,61,0,100.00,1:18,Satisfactory,0:13,86,-
31,JAMMU DIVISION (Northern Railway),2,60,0.66,58,4,93.55,0:35,Satisfactory,0:16,86,0:09
48,MYSORE DIVISION (South Western Railway),3,59,0.65,59,3,95.16,0:26,Satisfactory,0:11,61,0:08
72,SHOLAPUR DIVISION (Central Railway),3,56,0.61,58,1,98.31,0:19,Satisfactory,0:16,52,0:01
13,BILASPUR DIVISION (South East Central Railway),0,54,0.59,54,0,100.00,0:17,Excellent,0:20,55,0:05
36,KARWAR DIVISION (Konkan Railway),0,53,0.58,51,2,96.23,0:33,Satisfactory,0:19,61,0:18
28,HYDERABAD DIVISION (South Central Railway),1,52,0.57,52,1,98.11,0:16,Satisfactory,0:08,37,0:02
14,BHAVNAGAR DIVISION (Western Railway),0,51,0.56,51,0,100.00,0:15,Satisfactory,0:09,28,0:00
10,VADODARA DIVISION (Western Railway),1,47,0.52,48,0,100.00,0:10,Satisfactory,0:04,81,0:02
50,NANDED DIVISION (South Central Railway),2,47,0.52,48,1,97.96,0:25,Satisfactory,0:06,48,0:08
56,RAIPUR DIVISION (South East Central Railway),0,38,0.42,37,1,97.37,0:21,Satisfactory,0:17,33,0:08
39,KOTA DIVISION (West Central Railway),1,36,0.40,36,1,97.30,0:16,Excellent,0:10,62,0:26
63,SALEM DIVISION (Southern Railway),2,36,0.40,38,0,100.00,0:18,Satisfactory,0:09,77,0:00
65,SAMBALPUR DIVISION (East Coast Railway),0,36,0.40,32,4,88.89,0:17,Satisfactory,0:17,32,0:10
5,ALIPURDUAR DIVISION (Northeast Frontier Railway),2,26,0.29,28,0,100.00,0:16,Satisfactory,0:24,34,0:08
24,GUNTUR DIVISION (South Coast Railway),0,25,0.27,25,0,100.00,0:10,Excellent,0:11,30,0:01
73,TRICHURAPALLI DIVISION (Southern Railway),0,25,0.27,24,1,96.00,0:23,Excellent,0:25,40,-
58,RAJKOT DIVISION (Western Railway),0,24,0.26,24,0,100.00,0:07,Excellent,0:04,19,0:00
49,NAGPUR DIVISION (South East Central Railway),1,20,0.22,21,0,100.00,0:15,Excellent,0:14,28,0:01
46,MADURAI DIVISION (Southern Railway),0,18,0.20,17,1,94.44,0:23,Excellent,0:11,49,0:05
2,ADRA DIVISION (South Eastern Railway),1,15,0.16,15,1,93.75,1:06,UnSatisfactory,0:16,28,0:00
61,RANGIYA DIVISION (Northeast Frontier Railway),1,15,0.16,16,0,100.00,0:14,Excellent,0:25,32,0:09
26,HEAD QUARTER,0,12,0.13,12,0,100.00,0:41,Satisfactory,0:30,22,-
57,RAYAGADA DIVISION (East Coast Railway),1,10,0.11,10,1,90.91,2:07,Satisfactory,0:45,5,0:02
59,RATNAGIRI DIVISION (Konkan Railway),0,10,0.11,8,2,80.00,1:16,Excellent,0:23,11,-
