S.No.,Train Name,Owning Zone,Owning Division,Train No.,Received,% Share,Closed,% Closed,Pending,Average Rating
23,ASR-KIR EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,KATIHAR DIVISION,15708,8,0.42,8,100.00,0,UnSatisfactory
24,CHETAK EXP [SUPERFAST],North Western Railway,BIKANER DIVISION,20474,8,0.42,8,100.00,0,Excellent
25,SHM-TVC SF EXP [SUPERFAST],Southern Railway,THIRUVANANTHAPURAM DIVISION,22642,8,0.42,8,100.00,0,Nil
26,BJU-NDLS SPECIAL [TRAIN ON DEMAND],East Central Railway,SONEPUR DIVISION,02563,7,0.37,7,100.00,0,Nil
27,CSMT-ASR AMRITSAR EXP [MAIL EXPRESS],Central Railway,BOMBAY DIVISION,11057,7,0.37,7,100.00,0,UnSatisfactory
28,PUNE HWH AZAD HIND EXP [SUPERFAST],Central Railway,PUNE DIVISION,12129,7,0.37,7,100.00,0,Excellent
29,PUSHPAK SF EXP [SUPERFAST],North Eastern Railway,LUCKNOW DIVISION,12533,7,0.37,5,71.43,2,Excellent
30,SC-HWH FALAKNUMA [SUPERFAST],South Central Railway,SECUNDERABAD DIVISION,12704,7,0.37,7,100.00,0,Satisfactory
31,SIKKIM MAHANANDA EXPRESS [MAIL EXPRESS],Northeast Frontier Railway,ALIPURDUAR DIVISION,15484,7,0.37,7,100.00,0,Nil
32,MYS-TVCN EXP [MAIL EXPRESS],Southern Railway,THIRUVANANTHAPURAM DIVISION,16315,7,0.37,7,100.00,0,Excellent
33,YNRK-SBIB YOGA EXPRESS [MAIL EXPRESS],Western Railway,MUMBAI DIVISION,19032,7,0.37,5,71.43,2,Nil
34,MAQ - SRC VIVEK EXPRESS [SUPERFAST],South Eastern Railway,KHARAGPUR DIVISION,22852,7,0.37,7,100.00,0,Satisfactory
35,SBC-CSMT EXP [MAIL EXPRESS],Central Railway,SHOLAPUR DIVISION,11302,6,0.31,6,100.00,0,UnSatisfactory
36,JSME-PUNE EXP [MAIL EXPRESS],Central Railway,PUNE DIVISION,11428,6,0.31,6,100.00,0,Satisfactory
37,TAJ EXPRESS [SUPERFAST],Northern Railway,DELHI DIVISION,12279,6,0.31,6,100.00,0,Excellent
38,BGP ANVT VIKRAM SHILA EXP [SUPERFAST],Eastern Railway,MALDA DIVISION,12367,6,0.31,6,100.00,0,Nil
39,U S KRANTI EXPRESS [SUPERFAST],Northern Railway,DELHI DIVISION,12447,6,0.31,6,100.00,0,Nil
40,MAS-ADI NAVJEEVAN SF EXP [SUPERFAST],Southern Railway,CHENNAI DIVISION,12656,6,0.31,6,100.00,0,Excellent
